GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1904659	glucose transmembrane transport	1.93e-02	1.93e-02	1	IGF1,SLC2A3,NGFR,SORBS1,RARRES2,SLC2A1,EDNRA,PID1,IRS1,SLC2A10,ENPP1
GO:0046323	glucose import	3.32e-02	3.32e-02	1	IGF1,NGFR,SORBS1,RARRES2,PID1,IRS1,SLC2A10,ENPP1
GO:0010827	regulation of glucose transmembrane transport	4.71e-02	4.71e-02	1	IGF1,NGFR,SORBS1,RARRES2,SLC2A1,PID1,IRS1,ENPP1
GO:0046324	regulation of glucose import	3.88e-02	3.88e-02	1	IGF1,NGFR,SORBS1,RARRES2,PID1,IRS1,ENPP1
GO:0034765	regulation of ion transmembrane transport	3.13e-02	3.13e-02	1	FYN,GOPC,NEDD4,CACNG4,JPH4,CAV1,PDE4D,PKD2,PLCG1,ATP1B2,DPP6,DLG4,APLNR,THBS1,APP,JPH2,ADRA2A,CACNA1C,THY1,KCNAB1,NLGN2,F2R,DAPK1,PLN
GO:1904062	regulation of cation transmembrane transport	4.02e-02	4.02e-02	1	FYN,NEDD4,CACNG4,JPH4,CAV1,PDE4D,PKD2,PLCG1,ATP1B2,DPP6,DLG4,APLNR,APP,JPH2,ADRA2A,CACNA1C,THY1,KCNAB1,NLGN2,F2R,DAPK1,PLN
GO:0044381	glucose import in response to insulin stimulus	7.97e-03	7.97e-03	1	NGFR,SORBS1,RARRES2,PID1,IRS1
GO:2001273	regulation of glucose import in response to insulin stimulus	7.97e-03	7.97e-03	1	NGFR,SORBS1,RARRES2,PID1,IRS1
GO:0097696	STAT cascade	2.32e-03	2.32e-03	1	DCN,IGF1,FGFR3,CAV1,ASPN,GHR,PKD2,LIF,LRRC4B,PODNL1,AGT,CYP1B1,LRRC4C,KIT,SOCS5,LRRC15,PODN,F2R,BGN,FLRT2
GO:0007259	JAK-STAT cascade	2.01e-03	2.01e-03	1	DCN,IGF1,FGFR3,CAV1,ASPN,GHR,PKD2,LIF,LRRC4B,PODNL1,AGT,CYP1B1,LRRC4C,KIT,SOCS5,LRRC15,PODN,F2R,BGN,FLRT2
GO:1904892	regulation of STAT cascade	1.23e-03	1.23e-03	1	DCN,IGF1,FGFR3,CAV1,ASPN,GHR,LIF,LRRC4B,PODNL1,AGT,CYP1B1,LRRC4C,KIT,SOCS5,LRRC15,PODN,F2R,BGN,FLRT2
GO:0046425	regulation of JAK-STAT cascade	1.04e-03	1.04e-03	1	DCN,IGF1,FGFR3,CAV1,ASPN,GHR,LIF,LRRC4B,PODNL1,AGT,CYP1B1,LRRC4C,KIT,SOCS5,LRRC15,PODN,F2R,BGN,FLRT2
GO:1902532	negative regulation of intracellular signal transduction	3.06e-03	3.06e-03	1	DCN,SNAI2,RASAL2,FBLN1,C1QTNF3,SEMA6A,TIMP3,CAV1,ASPN,CXCL12,RGS4,PKD2,DUSP1,TWIST1,SNAI1,BMP4,SH3BP4,LRRC4B,PODNL1,APLNR,SPRY2,THBS1,EMILIN1,EPHA2,SLIT2,SFRP2,LRRC4C,CREB3L1,CAMK2N1,SPRY1,DLC1,DACT1,SPRED1,SOCS5,LRRC15,PODN,MYADM,BGN,FLRT2,RASA3,STMN3,SPRED2
GO:1904893	negative regulation of STAT cascade	4.79e-04	4.79e-04	1	DCN,CAV1,ASPN,LRRC4B,PODNL1,LRRC4C,SOCS5,LRRC15,PODN,BGN,FLRT2
GO:0046426	negative regulation of JAK-STAT cascade	4.79e-04	4.79e-04	1	DCN,CAV1,ASPN,LRRC4B,PODNL1,LRRC4C,SOCS5,LRRC15,PODN,BGN,FLRT2
GO:0018212	peptidyl-tyrosine modification	2.63e-06	2.63e-06	1	FYN,IGF1,HGF,FLT4,EPHA3,FGFR3,IL11,ABL1,SFRP1,CAV1,GHR,PDGFRB,EFEMP1,ERRFI1,TEK,KDR,LIF,DLG4,PDGFRA,AGT,FGF7,APP,SFRP2,NTRK2,ADRA2A,THY1,ANGPT1,KIT,ITGA5,DDR2,GREM1,IGF2,SOCS5,CSPG4
GO:0018108	peptidyl-tyrosine phosphorylation	1.97e-06	1.97e-06	1	FYN,IGF1,HGF,FLT4,EPHA3,FGFR3,IL11,ABL1,SFRP1,CAV1,GHR,PDGFRB,EFEMP1,ERRFI1,TEK,KDR,LIF,DLG4,PDGFRA,AGT,FGF7,APP,SFRP2,NTRK2,ADRA2A,THY1,ANGPT1,KIT,ITGA5,DDR2,GREM1,IGF2,SOCS5,CSPG4
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	4.11e-05	4.11e-05	1	FYN,IGF1,HGF,FGFR3,IL11,ABL1,SFRP1,CAV1,GHR,ERRFI1,LIF,DLG4,AGT,FGF7,APP,SFRP2,NTRK2,ADRA2A,THY1,ANGPT1,KIT,ITGA5,GREM1,IGF2,SOCS5,CSPG4
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	7.22e-04	7.22e-04	1	FYN,IGF1,HGF,FGFR3,IL11,ABL1,GHR,LIF,DLG4,AGT,FGF7,NTRK2,ADRA2A,ANGPT1,KIT,ITGA5,GREM1,IGF2,CSPG4
GO:0061097	regulation of protein tyrosine kinase activity	7.88e-03	7.88e-03	1	FYN,CAV1,ERRFI1,DLG4,AGT,APP,NTRK2,ADRA2A,THY1,SOCS5
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	2.29e-02	2.29e-02	1	SFRP1,FOXP1,TCF21,DAB2,HEYL,KANK2
GO:0060766	negative regulation of androgen receptor signaling pathway	2.91e-03	2.91e-03	1	SFRP1,FOXP1,TCF21,DAB2,HEYL
GO:0072678	T cell migration	4.36e-02	4.36e-02	1	CXCL12,LRCH1,CCL21,APP,S1PR1,C10ORF99,APOD
GO:2000404	regulation of T cell migration	2.29e-02	2.29e-02	1	CXCL12,LRCH1,CCL21,APP,C10ORF99,APOD
GO:0008212	mineralocorticoid metabolic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0034309	primary alcohol biosynthetic process	1.68e-02	1.68e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0090030	regulation of steroid hormone biosynthetic process	3.22e-02	3.22e-02	1	DKK3,BMP2,BMP6
GO:0046184	aldehyde biosynthetic process	3.52e-02	3.52e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032341	aldosterone metabolic process	8.09e-03	8.09e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032344	regulation of aldosterone metabolic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6
GO:0006705	mineralocorticoid biosynthetic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032342	aldosterone biosynthetic process	8.09e-03	8.09e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032347	regulation of aldosterone biosynthetic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	3.11e-04	3.11e-04	1	CLDN11,PCDHB4,CLDN15,PCDHB6,BMP2,AMIGO2,SDK1,LRRC4C,ITGB1,PTPRD,NTNG1,VCAM1,TGFBR2,DCHS1,SELP,CDH5,MYADM,CLDN5,ROBO2,FAT4,PCDHGC3
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	4.69e-02	4.69e-02	1	PCDHB4,PCDHB6,DCHS1,SELP,PCDHGC3
GO:0002790	peptide secretion	3.71e-02	3.71e-02	1	RHBDF1,IGF1,PTPRN,TM7SF3,C1QTNF3,PCSK5,SFRP1,RAB11FIP2,FOXP1,FN1,SLC2A1,TNFSF4,LTBP2,TGFB3,TWIST1,ITPR2,SOX4,MYH10,CD36,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,SCG2,C1QTNF4,CD34,LPL,SSC5D,F2R,DPP4
GO:0009306	protein secretion	1.82e-02	1.82e-02	1	RHBDF1,IGF1,PTPRN,TM7SF3,C1QTNF3,PCSK5,SFRP1,RAB11FIP2,FOXP1,FN1,SLC2A1,TNFSF4,LTBP2,TGFB3,TWIST1,ITPR2,SOX4,MYH10,CD36,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,SCG2,C1QTNF4,CD34,LPL,SSC5D,F2R,DPP4
GO:0050708	regulation of protein secretion	4.61e-02	4.61e-02	1	RHBDF1,IGF1,TM7SF3,C1QTNF3,SFRP1,FOXP1,FN1,SLC2A1,TNFSF4,TGFB3,TWIST1,ITPR2,SOX4,MYH10,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,C1QTNF4,CD34,LPL,SSC5D,F2R,DPP4
GO:0060021	roof of mouth development	8.96e-04	8.96e-04	1	SNAI2,TCF21,TGFB3,INHBA,FOXF2,SKI,TGFBR2,SOX11,CLDN5
GO:0042063	gliogenesis	4.77e-03	4.77e-03	1	GPC1,LAMB1,CDK6,CNTNAP1,RTN4,LRP1,SOX4,BMP2,ZNF365,APP,PRDM8,SKI,MXRA8,SOX11,NOG
GO:0010001	glial cell differentiation	2.02e-03	2.02e-03	1	GPC1,CDK6,CNTNAP1,LRP1,SOX4,BMP2,ZNF365,APP,PRDM8,SKI,MXRA8,SOX11,NOG
GO:0021782	glial cell development	3.20e-03	3.20e-03	1	CDK6,CNTNAP1,LRP1,SOX4,APP,PRDM8,SKI,MXRA8,SOX11
GO:0048863	stem cell differentiation	2.86e-02	2.86e-02	1	SNAI2,SEMA3C,ABL1,SFRP1,FN1,PDGFRA,PRICKLE1,HMGA2,FZD1,KIT,RUNX1,HAND2,GREM1,SOX11
GO:0060191	regulation of lipase activity	3.59e-03	3.59e-03	1	FGFR3,ABL1,PCSK5,PDGFRB,LRP1,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPL,LPAR1,ANXA8
GO:0010517	regulation of phospholipase activity	2.23e-03	2.23e-03	1	FGFR3,ABL1,PDGFRB,LRP1,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1,ANXA8
GO:1900274	regulation of phospholipase C activity	8.01e-03	8.01e-03	1	ABL1,PDGFRB,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1
GO:0010518	positive regulation of phospholipase activity	3.04e-02	3.04e-02	1	FGFR3,PDGFRB,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1
GO:0010863	positive regulation of phospholipase C activity	2.22e-02	2.22e-02	1	PDGFRB,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1
GO:0007266	Rho protein signal transduction	1.86e-02	1.86e-02	1	NGFR,ABL1,RHOB,ADRA2A,PDPN,CDC42EP3,COL1A2,DLC1,COL3A1,AKAP13,GPR4,F2R,LPAR1
GO:0034637	cellular carbohydrate biosynthetic process	6.16e-03	6.16e-03	1	IGF1,NDST1,SORBS1,SLC2A1,PPP1R3C,IGF2,IRS1,HAS2,EXT1,ENPP1
GO:0005976	polysaccharide metabolic process	1.65e-02	1.65e-02	1	IGF1,NDST1,SORBS1,PPP1R3C,GLT8D2,IGF2,IRS1,HAS2,PPP1R3B,EXT1,ENPP1
GO:0032881	regulation of polysaccharide metabolic process	2.68e-02	2.68e-02	1	IGF1,SORBS1,IGF2,IRS1,PPP1R3B,ENPP1
GO:0044264	cellular polysaccharide metabolic process	1.65e-02	1.65e-02	1	IGF1,NDST1,SORBS1,PPP1R3C,IGF2,IRS1,HAS2,PPP1R3B,EXT1,ENPP1
GO:0000271	polysaccharide biosynthetic process	5.39e-03	5.39e-03	1	IGF1,NDST1,SORBS1,PPP1R3C,GLT8D2,IGF2,IRS1,HAS2,EXT1,ENPP1
GO:0033692	cellular polysaccharide biosynthetic process	6.68e-03	6.68e-03	1	IGF1,NDST1,SORBS1,PPP1R3C,IGF2,IRS1,HAS2,EXT1,ENPP1
GO:0009250	glucan biosynthetic process	4.91e-02	4.91e-02	1	IGF1,SORBS1,PPP1R3C,IGF2,IRS1,ENPP1
GO:0010962	regulation of glucan biosynthetic process	2.50e-02	2.50e-02	1	IGF1,SORBS1,IGF2,IRS1,ENPP1
GO:0005978	glycogen biosynthetic process	4.91e-02	4.91e-02	1	IGF1,SORBS1,PPP1R3C,IGF2,IRS1,ENPP1
GO:0070873	regulation of glycogen metabolic process	9.65e-03	9.65e-03	1	IGF1,SORBS1,IGF2,IRS1,PPP1R3B,ENPP1
GO:0070875	positive regulation of glycogen metabolic process	3.52e-02	3.52e-02	1	IGF1,SORBS1,IGF2,IRS1
GO:0005979	regulation of glycogen biosynthetic process	2.50e-02	2.50e-02	1	IGF1,SORBS1,IGF2,IRS1,ENPP1
GO:0045725	positive regulation of glycogen biosynthetic process	2.86e-02	2.86e-02	1	IGF1,SORBS1,IGF2,IRS1
GO:0072089	stem cell proliferation	2.54e-02	2.54e-02	1	SNAI2,FBLN1,NES,WNT2B,SFRP2,HMGA2,RUNX1,SIX2,CD34,SOX11
GO:0070828	heterochromatin organization	4.40e-02	4.40e-02	1	SNAI1,LOXL2,HMGA2,BAHCC1
GO:0031252	cell leading edge	3.79e-04	3.79e-04	1	BCAR1,ACTN1,FSCN1,FAP,CDK6,ACTA2,DPYSL3,PKD2,PLCG1,PODXL,TPM1,EPHA2,PHLDB2,IQGAP2,ITGB1,THY1,PSD3,ITGA5,PDPN,ACTG2,APBB2,DLC1,ANTXR1,LDB2,MYADM,FGD6,ROBO2,DPP4
GO:0030027	lamellipodium	1.39e-02	1.39e-02	1	FSCN1,FAP,ACTA2,DPYSL3,PKD2,PLCG1,PODXL,EPHA2,IQGAP2,PDPN,ACTG2,APBB2,ANTXR1,FGD6,DPP4
GO:0031256	leading edge membrane	2.11e-02	2.11e-02	1	FAP,TPM1,EPHA2,ITGB1,THY1,PSD3,ITGA5,PDPN,DLC1,ANTXR1,ROBO2
GO:0001726	ruffle	3.32e-03	3.32e-03	1	BCAR1,ACTN1,FSCN1,FAP,CDK6,PLCG1,PODXL,TPM1,ITGB1,PSD3,ITGA5,PDPN,DLC1,MYADM,FGD6
GO:0005911	cell-cell junction	7.97e-03	7.97e-03	1	CYTH3,CLDN11,CNN2,ACTN1,FSCN1,FAT1,SORBS1,CLDN15,PTK7,PKD2,TEK,PODXL,KIFC3,CASK,GJA1,ITGA5,GJB2,AMOTL1,JAM3,DES,CDH5,MYADM,GJC1,CLDN5,FLRT2,PDLIM7,GJC2
GO:0005921	gap junction	2.22e-02	2.22e-02	1	GJA1,GJB2,GJC1,GJC2
GO:0098797	plasma membrane protein complex	3.14e-02	3.14e-02	1	CACNA1G,IGF1,CALCRL,CACNG4,SORBS1,CNTNAP1,PDE4D,KCNJ8,ACVR2A,LRP1,BMP2,ATP1B2,DPP6,DLG4,LRP4,ITGA11,EMILIN1,HSPG2,ITGA10,ITGB1,CACNA1C,GJA1,DAB2,GNA14,ITGA5,VCAM1,TGFBR2,ITGA2,GJB2,IRS1,KCNAB1,SGCD,GJC1,GNG2,CACNA1H,ITGA1
GO:0005922	connexin complex	3.22e-02	3.22e-02	1	GJA1,GJB2,GJC1
GO:0036454	growth factor complex	1.30e-02	1.30e-02	1	IGF1,IGFBP5,IGFBP6
GO:0016942	insulin-like growth factor binding protein complex	1.30e-02	1.30e-02	1	IGF1,IGFBP5,IGFBP6
GO:0005938	cell cortex	3.01e-02	3.01e-02	1	PHLDB1,NEDD4,SEPT4,SLC2A1,PKD2,DLG4,MYH10,PHLDB2,SHROOM4,GPSM1,CAPN2,DLC1,AKAP13,MYADM,CLDN5,EXOC3L2
GO:0044448	cell cortex part	2.00e-02	2.00e-02	1	PHLDB1,SEPT4,SLC2A1,PKD2,DLG4,PHLDB2,SHROOM4,CAPN2,DLC1,AKAP13,MYADM,CLDN5,EXOC3L2
GO:0042827	platelet dense granule	2.99e-02	2.99e-02	1	TIMP3,RARRES2,ECM1,CLEC3B,SELP
GO:0031089	platelet dense granule lumen	3.52e-02	3.52e-02	1	TIMP3,RARRES2,ECM1,CLEC3B
GO:0044304	main axon	1.69e-02	1.69e-02	1	NRCAM,CNTNAP1,DLG4,SPOCK1,THY1,MAP1A,ROBO2
GO:0045111	intermediate filament cytoskeleton	2.86e-02	2.86e-02	1	VIM,KRT17,NES,FLG,PHLDB2,MMP14,KRT80,KRT4,DES,PLEC,KRT5,PJA2
GO:0098636	protein complex involved in cell adhesion	6.41e-03	6.41e-03	1	ITGA11,EMILIN1,ITGA10,ITGB1,ITGA5,ITGA2,ITGA1
GO:0008305	integrin complex	3.54e-03	3.54e-03	1	ITGA11,EMILIN1,ITGA10,ITGB1,ITGA5,ITGA2,ITGA1
GO:0005788	endoplasmic reticulum lumen	5.58e-21	5.58e-21	1	FMO1,VCAN,COL11A1,FSTL3,P4HA2,COL5A3,COL16A1,LAMB1,COL9A3,FKBP14,COL1A1,WFS1,COL12A1,COL7A1,FN1,IGFBP5,P4HA1,COL10A1,BMP4,CALU,COL5A1,MATN3,COL4A2,KDELC1,CKAP4,ADAMTS7,THBS1,IGFBP4,COL6A1,COL6A2,APP,CYR61,ADAMTSL4,COL8A1,SERPINH1,P4HA3,SPARCL1,ADAMTS5,MXRA8,COL6A3,FSTL1,IGFBP7,GPX8,COL1A2,FBN1,COL3A1,SDC2,PDGFD,COL8A2,SCG2,FAM20C,ADAMTSL1,ARSI,COL4A1,COL14A1,COL4A5,COL27A1,COL4A6,F5,CES1,COL5A2,COL15A1
GO:0031091	platelet alpha granule	1.37e-06	1.37e-06	1	IGF1,HGF,ACTN1,SERPINE1,VWF,SPARC,FN1,TGFB3,F13A1,ISLR,CD36,THBS1,MMRN1,APP,VEGFC,IGF2,SELP,THBS2,CFD,F5
GO:0031093	platelet alpha granule lumen	1.95e-06	1.95e-06	1	IGF1,HGF,ACTN1,SERPINE1,VWF,SPARC,FN1,TGFB3,F13A1,ISLR,THBS1,MMRN1,APP,VEGFC,IGF2,CFD,F5
GO:0005796	Golgi lumen	4.44e-06	4.44e-06	1	DCN,VCAN,GPC1,PCSK5,MMP11,OGN,SDC1,MUC5B,FMOD,OMD,LUM,APP,HSPG2,MMP14,ACAN,SDC2,CSPG4,GOLIM4,BGN,GPC6
GO:0045178	basal part of cell	1.71e-03	1.71e-03	1	PHLDB1,PKD2,TEK,PHLDB2,SHROOM4,CD34,AQP1
GO:0045180	basal cortex	1.30e-02	1.30e-02	1	PHLDB1,PKD2,PHLDB2
GO:0016323	basolateral plasma membrane	4.89e-02	4.89e-02	1	HEPH,PKD2,TEK,LRP1,DLG4,NKD2,CASK,ADRA2A,SHROOM4,PDPN,CD34,ENPP1,AQP1
GO:0009925	basal plasma membrane	1.07e-02	1.07e-02	1	PKD2,TEK,SHROOM4,CD34,AQP1
GO:0016528	sarcoplasm	1.25e-02	1.25e-02	1	JPH4,DMPK,ITPR2,THBS1,JPH2,SPOCK1,PLEC,PLN
GO:0043235	receptor complex	4.45e-03	4.45e-03	1	FLT4,CALCRL,CACNG4,SORBS1,GHR,NRP2,ACVR2A,ITPR2,LRP1,BMP2,PTPRB,DLG4,LRP4,CD36,ITGA11,EMILIN1,APP,ITGA10,NTRK2,ITGB1,ADRA2A,DAB2,PLXDC1,ITGA5,TGFBR2,ITGA2,IRS1,ROR1,ITGA1,TRIL
GO:0099080	supramolecular complex	1.83e-09	1.83e-09	1	MARK4,VIM,ELN,COL11A1,NAV3,ACTN1,FSCN1,PPP1R12B,CAPN6,FBLN1,COL5A3,PLS3,CLIP2,COL1A1,DPYSL3,COL7A1,MFAP2,PKD2,TEK,LDB3,KRT17,FLNC,PALLD,COL5A1,SYNE1,NES,MYH11,COL4A2,TUBB2A,LUM,FBLN5,TPM1,COL6A1,ADAMTS10,FLG,COL8A1,IQGAP2,CACNA1C,SHROOM4,NEXN,COL6A3,LMOD1,COL1A2,FBN1,MFAP4,MAP1A,TUBA1A,NCKAP5L,TNXB,COL3A1,KRT4,SYNPO2,DES,CDK5R1,PLEC,KRT5,COL4A1,COL4A5,COL4A6,MFAP5,COL5A2,TUBB3
GO:0099081	supramolecular polymer	4.21e-09	4.21e-09	1	MARK4,VIM,ELN,COL11A1,NAV3,ACTN1,FSCN1,PPP1R12B,CAPN6,FBLN1,COL5A3,PLS3,CLIP2,COL1A1,DPYSL3,MFAP2,PKD2,TEK,LDB3,KRT17,FLNC,PALLD,COL5A1,SYNE1,NES,MYH11,COL4A2,TUBB2A,LUM,FBLN5,TPM1,COL6A1,ADAMTS10,FLG,COL8A1,IQGAP2,CACNA1C,SHROOM4,NEXN,COL6A3,LMOD1,COL1A2,FBN1,MFAP4,MAP1A,TUBA1A,NCKAP5L,TNXB,COL3A1,KRT4,SYNPO2,DES,CDK5R1,PLEC,KRT5,COL4A1,COL4A5,COL4A6,MFAP5,COL5A2,TUBB3
GO:0099512	supramolecular fiber	2.48e-07	2.48e-07	1	MARK4,VIM,ELN,COL11A1,NAV3,ACTN1,FSCN1,PPP1R12B,CAPN6,FBLN1,COL5A3,PLS3,CLIP2,COL1A1,DPYSL3,MFAP2,PKD2,TEK,LDB3,KRT17,FLNC,PALLD,COL5A1,SYNE1,NES,MYH11,TUBB2A,LUM,FBLN5,TPM1,COL6A1,ADAMTS10,FLG,IQGAP2,CACNA1C,SHROOM4,NEXN,COL6A3,LMOD1,COL1A2,FBN1,MFAP4,MAP1A,TUBA1A,NCKAP5L,TNXB,COL3A1,KRT4,SYNPO2,DES,CDK5R1,PLEC,KRT5,MFAP5,COL5A2,TUBB3
GO:0099513	polymeric cytoskeletal fiber	3.16e-02	3.16e-02	1	MARK4,VIM,NAV3,ACTN1,FSCN1,CAPN6,PLS3,CLIP2,DPYSL3,PKD2,TEK,KRT17,PALLD,NES,TUBB2A,TPM1,FLG,IQGAP2,SHROOM4,LMOD1,MAP1A,TUBA1A,NCKAP5L,KRT4,DES,CDK5R1,KRT5,TUBB3
GO:0005581	collagen trimer	1.94e-20	1.94e-20	1	COL11A1,COL5A3,COL16A1,COL9A3,COL1A1,COL12A1,COL7A1,COL10A1,COL5A1,COL4A2,LUM,COL6A1,COL8A1,COL6A3,COL1A2,TNXB,COL3A1,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1
GO:0005593	FACIT collagen trimer	1.52e-03	1.52e-03	1	COL16A1,COL9A3,COL12A1,COL14A1
GO:0031012	extracellular matrix	6.16e-65	6.16e-65	1	DCN,TIMP2,VCAN,ELN,COL11A1,GPC1,FBLN1,COL5A3,COL16A1,MMP2,NID2,LAMB1,MMP11,TIMP3,SFRP1,COMP,TFPI2,PCOLCE,SERPINE1,RARRES2,AEBP1,OGN,ASPN,ECM2,SPOCK2,COL1A1,VWF,MGP,COL12A1,LAMA4,COL7A1,EFEMP1,FN1,PRG4,NID1,MFAP2,F3,CTGF,LTBP2,TGFB3,TGFBI,FMOD,MMP19,LOXL1,PXDN,COL5A1,PODNL1,MATN3,SERPINF1,POSTN,LOXL2,COL4A2,THBS1,EMILIN1,CILP,MMRN1,LUM,FBLN5,TGFB1I1,COL6A1,COL6A2,ADAMTS10,HSPG2,CYR61,DPT,HMCN1,ECM1,COL8A1,SFRP2,CASK,ADAMTS12,ADAMTS5,ACAN,ADAMTS4,COL6A3,IGFBP7,FBLN2,ADAMTS9,CLEC3B,EDIL3,COL1A2,HTRA1,FBN1,MFAP4,TNXB,COL3A1,NPNT,SDC2,COL8A2,LRRC15,EFEMP2,EGFL7,CSPG4,PODN,CD248,SSC5D,BGN,FLRT2,COL4A1,COL14A1,COL4A5,MMP23B,COL4A6,MFAP5,TGM2,COL5A2,COL15A1,COL6A6,MMP28
GO:0044420	extracellular matrix component	1.48e-24	1.48e-24	1	ELN,COL11A1,FBLN1,COL5A3,LAMB1,COL1A1,COL12A1,COL7A1,MFAP2,COL5A1,COL4A2,EMILIN1,LUM,FBLN5,ADAMTS10,COL8A1,COL1A2,FBN1,MFAP4,TNXB,COL3A1,COL4A1,COL14A1,COL4A5,COL4A6,MFAP5,COL5A2,COL15A1
GO:0001527	microfibril	3.67e-04	3.67e-04	1	MFAP2,ADAMTS10,FBN1,MFAP4,MFAP5
GO:0071953	elastic fiber	1.60e-04	1.60e-04	1	ELN,FBLN1,FBLN5,MFAP4
GO:0062023	collagen-containing extracellular matrix	3.63e-58	3.63e-58	1	DCN,TIMP2,VCAN,ELN,COL11A1,GPC1,FBLN1,COL5A3,COL16A1,MMP2,NID2,LAMB1,TIMP3,SFRP1,COMP,PCOLCE,SERPINE1,AEBP1,OGN,ASPN,COL1A1,VWF,MGP,COL12A1,LAMA4,COL7A1,EFEMP1,FN1,PRG4,NID1,F3,LTBP2,TGFB3,TGFBI,FMOD,LOXL1,PXDN,COL5A1,SERPINF1,POSTN,LOXL2,COL4A2,THBS1,EMILIN1,CILP,MMRN1,LUM,FBLN5,TGFB1I1,COL6A1,COL6A2,HSPG2,DPT,HMCN1,ECM1,COL8A1,SFRP2,CASK,ADAMTS12,ACAN,COL6A3,IGFBP7,FBLN2,ADAMTS9,CLEC3B,EDIL3,COL1A2,HTRA1,FBN1,MFAP4,TNXB,COL3A1,NPNT,SDC2,COL8A2,EFEMP2,CSPG4,PODN,BGN,COL4A1,COL14A1,COL4A5,COL4A6,MFAP5,TGM2,COL5A2,COL15A1,COL6A6,MMP28
GO:0030934	anchoring collagen complex	2.01e-03	2.01e-03	1	COL12A1,COL7A1,COL14A1
GO:0098644	complex of collagen trimers	4.19e-14	4.19e-14	1	COL11A1,COL5A3,COL1A1,COL7A1,COL5A1,COL4A2,LUM,COL8A1,COL1A2,TNXB,COL3A1,COL4A1,COL4A5,COL4A6,COL5A2
GO:0098643	banded collagen fibril	1.03e-08	1.03e-08	1	COL11A1,COL5A3,COL1A1,COL5A1,LUM,COL1A2,TNXB,COL3A1,COL5A2
GO:0005583	fibrillar collagen trimer	1.03e-08	1.03e-08	1	COL11A1,COL5A3,COL1A1,COL5A1,LUM,COL1A2,TNXB,COL3A1,COL5A2
GO:0005588	collagen type V trimer	2.01e-03	2.01e-03	1	COL5A3,COL5A1,COL5A2
GO:0098645	collagen network	1.60e-04	1.60e-04	1	COL4A2,COL8A1,COL4A1,COL4A5,COL4A6
GO:0098642	network-forming collagen trimer	1.60e-04	1.60e-04	1	COL4A2,COL8A1,COL4A1,COL4A5,COL4A6
GO:0005604	basement membrane	6.17e-10	6.17e-10	1	NID2,LAMB1,LAMA4,COL7A1,NID1,LOXL2,COL4A2,HSPG2,COL8A1,CASK,FBN1,COL8A2,EFEMP2,COL4A1,COL4A5,COL4A6,COL15A1
GO:0098651	basement membrane collagen trimer	1.60e-05	1.60e-05	1	COL4A2,COL8A1,COL4A1,COL4A5,COL4A6,COL15A1
GO:0005587	collagen type IV trimer	1.52e-03	1.52e-03	1	COL4A2,COL4A1,COL4A5,COL4A6
GO:0015629	actin cytoskeleton	3.42e-05	3.42e-05	1	LIMA1,CNN2,ACTN1,FSCN1,SORBS1,ABL1,PLS3,CORO2B,SH3PXD2A,DPYSL3,SLC2A1,PKD2,TEK,CALD1,PALLD,MYH10,MPRIP,MYH11,SEPT11,TPM1,CORIN,IQGAP2,DENND2A,CASK,SHROOM4,FBLIM1,VCAM1,DDR2,CAPN2,ACTG2,CDC42EP3,LMOD1,DLC1,AKAP13,SYNPO2,SH3PXD2B,MYADM,CLDN5,AFAP1,DAPK1,PDLIM7,PARVA
GO:0042641	actomyosin	8.01e-05	8.01e-05	1	LIMA1,CNN2,ACTN1,FSCN1,SORBS1,TEK,MYH10,SEPT11,TPM1,SHROOM4,FBLIM1,SYNPO2
GO:0032432	actin filament bundle	5.85e-06	5.85e-06	1	LIMA1,CNN2,ACTN1,FSCN1,SORBS1,PLS3,TEK,MYH10,SEPT11,TPM1,SHROOM4,FBLIM1,SYNPO2
