GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0009790	embryo development	4.28e-16	4.28e-16	1	CYP26B1,IGF1,PHLDB1,COL11A1,GLI2,MMP2,CHRD,LAMB1,PCSK5,FOXF1,XYLT1,HOXA1,RARRES2,GLI3,COL1A1,COL12A1,COL7A1,EFEMP1,FN1,MFAP2,TCF21,PKD2,TGFB3,DUSP1,INHBA,TWIST1,SNAI1,SOX4,BMP4,BMP2,KDR,SMO,ALDH1A2,COL5A1,NES,PDGFRA,COL4A2,FOXF2,PRICKLE1,NKD1,COL6A1,AFF3,COL8A1,PHLDB2,SFRP2,CRB2,HMGA2,ITGB1,CACNA1C,FZD7,MMP14,KIT,SKI,ITGA5,TGFBR2,ITGA2,HEY1,DLC1,DACT1,FBN1,IGF2,SIX2,SOX7,BASP1,SOX11,MYADM,NOG,ALDH1A3,SULF2,COL5A2,MFRP
GO:0009792	embryo development ending in birth or egg hatching	6.07e-07	6.07e-07	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,XYLT1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HEY1,DLC1,DACT1,IGF2,SOX11,NOG,SULF2,MFRP
GO:0043009	chordate embryonic development	3.81e-07	3.81e-07	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,XYLT1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HEY1,DLC1,DACT1,IGF2,SOX11,NOG,SULF2
GO:0048598	embryonic morphogenesis	2.80e-14	2.80e-14	1	CYP26B1,PHLDB1,COL11A1,GLI2,MMP2,LAMB1,FOXF1,HOXA1,GLI3,COL12A1,COL7A1,EFEMP1,FN1,MFAP2,TCF21,PKD2,DUSP1,INHBA,TWIST1,SNAI1,SOX4,BMP4,SMO,COL5A1,PDGFRA,COL4A2,FOXF2,PRICKLE1,COL6A1,AFF3,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,CACNA1C,FZD7,MMP14,SKI,ITGA5,TGFBR2,ITGA2,DLC1,DACT1,FBN1,IGF2,SIX2,SOX7,SOX11,MYADM,NOG,ALDH1A3,COL5A2
GO:0035113	embryonic appendage morphogenesis	1.69e-02	1.69e-02	1	CYP26B1,GLI3,TWIST1,AFF3,CACNA1C,SKI,NOG
GO:0030326	embryonic limb morphogenesis	1.69e-02	1.69e-02	1	CYP26B1,GLI3,TWIST1,AFF3,CACNA1C,SKI,NOG
GO:0007369	gastrulation	1.20e-09	1.20e-09	1	PHLDB1,COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,MYADM,COL5A2
GO:0001704	formation of primary germ layer	2.16e-10	2.16e-10	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,COL5A2
GO:0001706	endoderm formation	1.17e-08	1.17e-08	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,SOX7,COL5A2
GO:0001707	mesoderm formation	1.69e-02	1.69e-02	1	SNAI1,BMP4,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0048333	mesodermal cell differentiation	2.99e-02	2.99e-02	1	BMP4,HMGA2,ITGB1,ITGA2,SIX2
GO:0003158	endothelium development	1.37e-03	1.37e-03	1	PDE4D,FGF1,FOXP1,BMP4,KDR,RHOB,ZEB1,ADAMTS12,PDPN,HEY1,CD34,CDH5,MYADM,CLDN5,PDE2A
GO:0003159	morphogenesis of an endothelium	7.97e-03	7.97e-03	1	FGF1,FOXP1,BMP4,RHOB,ADAMTS12
GO:0033631	cell-cell adhesion mediated by integrin	1.22e-02	1.22e-02	1	PODXL,ITGB1,NPNT,DPP4
GO:0055123	digestive system development	6.38e-05	6.38e-05	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,BARX1,PDGFRA,FOXF2,KIT,DACT1,SIX2,SOX11
GO:0048880	sensory system development	2.39e-05	2.39e-05	1	PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,COL5A1,NES,WNT2B,PDGFRA,FOXF2,CYP1B1,NKD1,EPHA2,SDK1,CACNA1C,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,ALDH1A3,COL4A1,COL5A2
GO:0150063	visual system development	1.46e-05	1.46e-05	1	PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,COL5A1,NES,WNT2B,PDGFRA,FOXF2,CYP1B1,NKD1,EPHA2,SDK1,CACNA1C,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,ALDH1A3,COL4A1,COL5A2
GO:0001501	skeletal system development	6.00e-23	6.00e-23	1	CYP26B1,IGF1,SNAI2,VCAN,FGFR3,EVC,GLI2,PTHLH,CHRD,PCSK5,PLS3,XYLT1,COMP,DLX5,HOXA1,SFRP4,AEBP1,COL1A1,NKX3-2,MGP,COL12A1,FOXP1,EFEMP1,TWIST1,COL10A1,SOX4,RUNX2,BMP4,BMP2,LRRC17,MATN3,POSTN,LOXL2,WNT2B,PDGFRA,GDF11,ADAMTS7,CDH11,IGFBP4,HMGA2,ADAMTS12,BMP6,KIT,ACAN,SKI,EXTL1,ADAMTS4,RUNX1,TGFBR2,COL1A2,FBN1,GREM1,IGF2,BMP1,AKAP13,SH3PXD2B,SOX11,EXT1,TMEM119,NOG,SULF2,PAPSS2
GO:0051216	cartilage development	4.11e-06	4.11e-06	1	SNAI2,FGFR3,PTHLH,NKX3-2,MGP,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,BMP1,SULF2
GO:0048706	embryonic skeletal system development	3.28e-04	3.28e-04	1	PCSK5,XYLT1,HOXA1,COL1A1,TWIST1,PDGFRA,TGFBR2,SOX11,NOG,SULF2
GO:0040013	negative regulation of locomotion	1.29e-04	1.29e-04	1	DCN,NAV3,FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,LRCH1,CCL21,THBS1,CYP1B1,EMILIN1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,ADAMTS9,DLC1,GREM1,COL3A1,MCC,PODN,NOG,ROBO2,PRKG1,APOD
GO:0040017	positive regulation of locomotion	3.77e-12	3.77e-12	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,LAMB1,SEMA6A,ABL1,SRPX2,SYDE1,SERPINE1,RARRES2,CXCL12,SPOCK2,COL1A1,SMOC2,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,RTN4,FN1,IGFBP5,F3,NRP2,PGF,TEK,TWIST1,PLAU,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,SPRY2,CCL21,THBS1,FGF7,APP,CYR61,RHOB,SLIT2,ADRA2A,VEGFC,DAB2,THY1,ANGPT1,MMP14,PDPN,DDR2,ROR2,HAS2,PDGFD,SCG2,LRRC15,SPHK1,MYADM,F2R,TWIST2
GO:0032970	regulation of actin filament-based process	2.18e-05	2.18e-05	1	EPHA3,LIMA1,CNN2,FSCN1,PLEKHG2,ABL1,SFRP1,CAV1,CXCL12,SEMA5A,PDE4D,PDGFRB,CTGF,TGFB3,TEK,LRP1,PDGFRA,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,CACNA1C,PDPN,CDC42EP3,LMOD1,DLC1,DAPK3,AKAP13,SYNPO2,MYADM,LPAR1,PLN,ARHGEF15,MAGEL2
GO:0060541	respiratory system development	4.38e-04	4.38e-04	1	GLI2,FOXF1,GLI3,ERRFI1,TCF21,TGFB3,BMP4,FGF7,SKI,PDPN,BASP1,SOX11
GO:0006935	chemotaxis	9.38e-09	9.38e-09	1	FYN,HGF,BCAR1,GPC1,NGFR,GLI2,SEMA3C,SEMA6A,SERPINE1,RARRES2,CXCL12,SMOC2,SEMA5A,FGF1,PDGFRB,F3,NRP2,PGF,TNFRSF8,PLAU,NR4A1,PLCG1,EDN2,KDR,PDGFRA,CCL21,THBS1,CH25H,SEMA7A,FGF7,APP,EPHA2,SLIT2,CXCL14,FEZ1,VEGFC,GFRA1,SEMA3D,ANGPT1,KIT,NBL1,SPON2,JAM3,GREM1,S1PR1,SCG2,CYP7B1,CDK5R1,EGR3,SLIT3,ROBO2,C10ORF99,PDLIM7,LPAR1,DOK6,TUBB3,CCL14
GO:0050918	positive chemotaxis	5.78e-04	5.78e-04	1	CXCL12,SEMA5A,F3,PGF,KDR,FGF7,VEGFC,ANGPT1,SCG2
GO:0050919	negative chemotaxis	2.82e-03	2.82e-03	1	SEMA3C,SEMA5A,SEMA7A,SLIT2,SEMA3D,SLIT3,ROBO2
GO:0001655	urogenital system development	2.77e-09	2.77e-09	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,TEK,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0072001	renal system development	6.20e-10	6.20e-10	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,TEK,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0061437	renal system vasculature development	1.06e-06	1.06e-06	1	ACTA2,PDGFRB,TCF21,PKD2,TEK,BMP4,PDGFRA,ANGPT1,CD34
GO:0061438	renal system vasculature morphogenesis	1.31e-05	1.31e-05	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0030036	actin cytoskeleton organization	5.31e-06	5.31e-06	1	EPHA3,LIMA1,BCAR1,ACTN1,FSCN1,FAT1,PLEKHG2,SORBS1,ABL1,PLS3,CORO2B,SFRP1,CXCL12,NEDD9,PTK7,SEMA5A,DPYSL3,PDGFRB,RND3,CTGF,TGFB3,TEK,LRP1,MYH10,MYH11,PDGFRA,CCL21,FRMD6,FGF7,TPM1,IQSEC1,PHLDB2,SLIT2,IQGAP2,ADRA2A,KIT,SHROOM4,CDC42EP3,LMOD1,DLC1,DAPK3,TNXB,ANTXR1,AKAP13,S1PR1,SYNPO2,MYADM,FGD6,PRKG1,LPAR1,ARHGEF15,AQP1,MAGEL2
GO:0031032	actomyosin structure organization	1.67e-02	1.67e-02	1	SORBS1,ABL1,SFRP1,PDGFRB,CTGF,TGFB3,MYH10,MYH11,PDGFRA,FRMD6,TPM1,PHLDB2,LMOD1,DLC1,AKAP13,LPAR1,ARHGEF15
GO:0007015	actin filament organization	3.32e-03	3.32e-03	1	LIMA1,BCAR1,ACTN1,FSCN1,FAT1,PLEKHG2,SORBS1,ABL1,PLS3,SFRP1,CXCL12,NEDD9,SEMA5A,DPYSL3,CTGF,TGFB3,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,SHROOM4,CDC42EP3,LMOD1,DLC1,SYNPO2,MYADM,LPAR1,ARHGEF15,MAGEL2
GO:0061572	actin filament bundle organization	4.21e-03	4.21e-03	1	LIMA1,FSCN1,SORBS1,ABL1,PLS3,SFRP1,NEDD9,DPYSL3,CTGF,TGFB3,TPM1,PHLDB2,DLC1,SYNPO2,LPAR1,ARHGEF15
GO:0045785	positive regulation of cell adhesion	3.74e-05	3.74e-05	1	FYN,IGF1,FSTL3,GLI2,COL16A1,CHRD,ABL1,CD276,SFRP1,CDK6,CAV1,GLI3,CXCL12,FN1,TNFSF4,TEK,KDR,PODXL,CD36,CCL21,TPM1,SFRP2,THY1,RUNX1,PDPN,VCAM1,TGFBR2,IGF2,NPNT,HAS2,SOCS5,MYADM,DPP4,TGM2
GO:0010811	positive regulation of cell-substrate adhesion	1.23e-03	1.23e-03	1	COL16A1,ABL1,SFRP1,CDK6,FN1,TEK,KDR,CD36,CCL21,THY1,NPNT,MYADM
GO:0001954	positive regulation of cell-matrix adhesion	7.22e-04	7.22e-04	1	COL16A1,ABL1,SFRP1,CDK6,TEK,KDR,CD36,CCL21,THY1
GO:0022409	positive regulation of cell-cell adhesion	2.71e-02	2.71e-02	1	FYN,IGF1,FSTL3,GLI2,CD276,CAV1,GLI3,TNFSF4,PODXL,CCL21,THY1,RUNX1,PDPN,VCAM1,TGFBR2,IGF2,HAS2,SOCS5,DPP4
GO:0044089	positive regulation of cellular component biogenesis	2.79e-02	2.79e-02	1	MARK4,PHLDB1,NAV3,FSCN1,COL16A1,ABL1,SRPX2,SFRP1,CAV1,DPYSL3,SDC1,CTGF,TGFB3,TEK,TWIST1,KDR,LRRC4B,CD36,AGT,CCL21,TPM1,ANKRD53,PHLDB2,IQGAP2,PTPRD,THY1,CDC42EP3,LMOD1,NLGN2,SYNPO2,CDK5R1,LPAR1,ARHGEF15,MAGEL2
GO:0034329	cell junction assembly	1.34e-08	1.34e-08	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,ABL1,SFRP1,CAV1,CNTNAP1,TEK,SNAI1,KDR,FLNC,AGT,THBS1,PHLDB2,GJA1,THY1,RUNX1,FBLIM1,DLC1,GJB2,DAPK3,PARD6G,PLEC,CDH5,GJC1,CLDN5,KRT5,APOD
GO:0007044	cell-substrate junction assembly	4.34e-06	4.34e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,PLEC,KRT5,APOD
GO:0034333	adherens junction assembly	4.11e-05	4.11e-05	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0007045	cell-substrate adherens junction assembly	1.18e-05	1.18e-05	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0048041	focal adhesion assembly	1.18e-05	1.18e-05	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0007043	cell-cell junction assembly	2.59e-03	2.59e-03	1	SNAI2,FSCN1,CAV1,CNTNAP1,SNAI1,AGT,GJA1,RUNX1,GJB2,PARD6G,CDH5,GJC1,CLDN5
GO:0016264	gap junction assembly	1.21e-03	1.21e-03	1	CAV1,AGT,GJA1,GJB2,GJC1
GO:1901888	regulation of cell junction assembly	5.58e-07	5.58e-07	1	SNAI2,EPHA3,COL16A1,ABL1,SFRP1,CAV1,TEK,SNAI1,KDR,AGT,THBS1,PHLDB2,THY1,RUNX1,DLC1,DAPK3,CLDN5,APOD
GO:0090109	regulation of cell-substrate junction assembly	6.55e-05	6.55e-05	1	EPHA3,COL16A1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0051893	regulation of focal adhesion assembly	6.55e-05	6.55e-05	1	EPHA3,COL16A1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:1901890	positive regulation of cell junction assembly	2.54e-04	2.54e-04	1	COL16A1,ABL1,SFRP1,CAV1,TEK,KDR,AGT,THY1
GO:0051894	positive regulation of focal adhesion assembly	2.02e-03	2.02e-03	1	COL16A1,ABL1,SFRP1,TEK,KDR,THY1
GO:0048569	post-embryonic animal organ development	1.30e-02	1.30e-02	1	EFEMP1,MFAP2,FBN1
GO:0007423	sensory organ development	1.24e-05	1.24e-05	1	HOXA1,GLI3,PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,BMP2,COL5A1,NES,WNT2B,PDGFRA,FOXF2,CYP1B1,NKD1,EPHA2,SDK1,CACNA1C,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,NOG,ALDH1A3,ROR1,COL4A1,COL5A2
GO:0001654	eye development	1.46e-05	1.46e-05	1	PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,COL5A1,NES,WNT2B,PDGFRA,FOXF2,CYP1B1,NKD1,EPHA2,SDK1,CACNA1C,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,ALDH1A3,COL4A1,COL5A2
GO:0043010	camera-type eye development	7.88e-05	7.88e-05	1	PDGFRB,EFEMP1,INHBA,TWIST1,NES,WNT2B,PDGFRA,FOXF2,CYP1B1,EPHA2,SDK1,CACNA1C,THY1,SKI,FBN1,SOX11,MAF,ALDH1A3,COL4A1
GO:0042692	muscle cell differentiation	5.30e-04	5.30e-04	1	IGF1,EHD2,ABL1,DMPK,PDGFRB,SDC1,BMP4,BMP2,SYNE1,TMEM204,MYH11,PDGFRA,TPM1,MEGF10,ADAM12,FZD7,MMP14,KIT,SKI,NEXN,LMOD1,HEY1,GREM1,IGF2,SGCD,AKAP13,MAPK12,CACNA1H
GO:0051146	striated muscle cell differentiation	4.89e-03	4.89e-03	1	IGF1,EHD2,DMPK,PDGFRB,SDC1,BMP4,BMP2,MYH11,PDGFRA,TPM1,ADAM12,FZD7,MMP14,SKI,NEXN,LMOD1,GREM1,AKAP13,CACNA1H
GO:0007507	heart development	4.81e-14	4.81e-14	1	IGF1,SNAI2,ELN,GLI2,SEMA3C,PCSK5,FOXF1,CPE,PDGFRB,NRP2,PKD2,TEK,TWIST1,SNAI1,SOX4,BMP4,BMP2,SMO,MYH11,APLNR,PDGFRA,EMILIN1,PRICKLE1,TPM1,SLIT2,SFRP2,CACNA1C,GJA1,FZD7,NEXN,TGFBR2,ADAMTS9,HEYL,SPRY1,HAND2,HEY1,DLC1,SPRED1,FBN1,DCHS1,GREM1,COL3A1,ZFPM2,SGCD,AKAP13,HAS2,S1PR1,SH3PXD2B,BASP1,SOX11,NOG,CLDN5,SLIT3,ROBO2,FLRT2
GO:0061311	cell surface receptor signaling pathway involved in heart development	9.65e-03	9.65e-03	1	SNAI1,BMP4,BMP2,HAND2,HEY1,NOG
GO:0003205	cardiac chamber development	1.70e-05	1.70e-05	1	SEMA3C,FOXF1,CPE,NRP2,TEK,SOX4,BMP4,TPM1,SLIT2,SFRP2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG,SLIT3,ROBO2
GO:0003231	cardiac ventricle development	7.88e-05	7.88e-05	1	FOXF1,CPE,SOX4,BMP4,TPM1,SLIT2,SFRP2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG,SLIT3,ROBO2
GO:0003170	heart valve development	4.57e-07	4.57e-07	1	ELN,TWIST1,SOX4,BMP4,BMP2,EMILIN1,SLIT2,TGFBR2,ADAMTS9,HEYL,HEY1,DCHS1,SLIT3,ROBO2
GO:1905314	semi-lunar valve development	1.60e-04	1.60e-04	1	ELN,TWIST1,BMP4,EMILIN1,SLIT2,HEYL,HEY1,SLIT3,ROBO2
GO:0003177	pulmonary valve development	1.68e-02	1.68e-02	1	BMP4,SLIT2,HEYL,HEY1,ROBO2
GO:0003176	aortic valve development	7.22e-04	7.22e-04	1	ELN,TWIST1,BMP4,EMILIN1,SLIT2,SLIT3,ROBO2
GO:0003171	atrioventricular valve development	5.23e-04	5.23e-04	1	SOX4,BMP2,TGFBR2,HEYL,HEY1,DCHS1,SLIT3
GO:0003179	heart valve morphogenesis	2.34e-07	2.34e-07	1	ELN,TWIST1,SOX4,BMP4,BMP2,EMILIN1,SLIT2,TGFBR2,ADAMTS9,HEYL,HEY1,DCHS1,SLIT3,ROBO2
GO:0003181	atrioventricular valve morphogenesis	2.53e-04	2.53e-04	1	SOX4,BMP2,TGFBR2,HEYL,HEY1,DCHS1,SLIT3
GO:0003180	aortic valve morphogenesis	3.70e-04	3.70e-04	1	ELN,TWIST1,BMP4,EMILIN1,SLIT2,SLIT3,ROBO2
GO:0003184	pulmonary valve morphogenesis	1.07e-02	1.07e-02	1	BMP4,SLIT2,HEYL,HEY1,ROBO2
GO:0048738	cardiac muscle tissue development	1.05e-02	1.05e-02	1	IGF1,PDGFRB,BMP4,BMP2,MYH11,PDGFRA,TPM1,FZD7,NEXN,ADAMTS9,GREM1,ZFPM2,SGCD,AKAP13,S1PR1,NOG
GO:0060348	bone development	6.66e-08	6.66e-08	1	CYP26B1,IGF1,FGFR3,PLS3,XYLT1,DLX5,SFRP4,FOXP1,TWIST1,BMP4,BMP2,LRRC17,KIT,SKI,FBN1,GREM1,AKAP13,SH3PXD2B,TMEM119,SULF2
GO:0070977	bone maturation	2.91e-03	2.91e-03	1	IGF1,FGFR3,XYLT1,BMP2,GREM1
GO:0043931	ossification involved in bone maturation	1.22e-02	1.22e-02	1	IGF1,XYLT1,BMP2,GREM1
GO:1903010	regulation of bone development	4.48e-02	4.48e-02	1	FBN1,GREM1,TMEM119
GO:0085029	extracellular matrix assembly	3.70e-04	3.70e-04	1	MYH11,AGT,EMILIN1,FBLN5,MFAP4,TNXB,HAS2
GO:0048251	elastic fiber assembly	5.80e-05	5.80e-05	1	MYH11,EMILIN1,FBLN5,MFAP4,TNXB
GO:0048565	digestive tract development	1.40e-04	1.40e-04	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,PDGFRA,FOXF2,KIT,DACT1,SIX2,SOX11
GO:0009887	animal organ morphogenesis	3.73e-25	3.73e-25	1	CYP26B1,DCN,SNAI2,HGF,ELN,FGFR3,GLI2,SEMA3C,LAMB1,SEMA6A,FOXF1,COMP,DLX5,CAV1,HOXA1,SERPINE1,SFRP4,GLI3,ASPN,ACTA2,COL1A1,CPE,MGP,FGF1,EFEMP1,ERRFI1,MFAP2,NRP2,TCF21,PKD2,TGFB3,TEK,INHBA,TWIST1,SNAI1,SOX4,BMP4,BMP2,LIF,SMO,COL5A1,WNT2B,PDGFRA,AGT,FOXF2,PRICKLE1,FGF7,TPM1,NKD1,EPHA2,SLIT2,SFRP2,SDK1,CRB2,DAB2,THY1,FZD7,FZD1,SKI,ACTG2,TGFBR2,PRICKLE2,HEYL,SPRY1,HAND2,ITGA2,HEY1,COL1A2,DLC1,DACT1,FBN1,DCHS1,GREM1,BMP1,NPNT,ROR2,ZFPM2,SIX2,HAS2,S1PR1,CD34,BASP1,SOX11,FZD2,NOG,CLDN5,ALDH1A3,SLIT3,ROBO2,FLRT2,COL5A2,AQP1
GO:0090596	sensory organ morphogenesis	1.29e-04	1.29e-04	1	HOXA1,GLI3,EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,FOXF2,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,NOG,ALDH1A3,COL5A2
GO:0048592	eye morphogenesis	6.70e-05	6.70e-05	1	EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,FOXF2,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,ALDH1A3,COL5A2
GO:0048593	camera-type eye morphogenesis	4.40e-02	4.40e-02	1	TWIST1,WNT2B,FOXF2,EPHA2,SDK1,THY1,SKI,SOX11
GO:0060343	trabecula formation	4.48e-02	4.48e-02	1	TEK,HEY1,GREM1
GO:0042476	odontogenesis	3.11e-04	3.11e-04	1	GLI2,LAMB1,SERPINE1,ASPN,COL1A1,TGFB3,INHBA,BMP4,BMP2,COL1A2,CD34,AQP1
GO:0048705	skeletal system morphogenesis	5.81e-05	5.81e-05	1	CYP26B1,FGFR3,DLX5,HOXA1,SFRP4,MGP,TWIST1,BMP4,PDGFRA,SKI,TGFBR2,GREM1,BMP1,SOX11,NOG
GO:0003007	heart morphogenesis	1.53e-09	1.53e-09	1	SNAI2,ELN,SEMA3C,FOXF1,CPE,NRP2,PKD2,TEK,SNAI1,SOX4,BMP4,BMP2,SMO,TPM1,SLIT2,SFRP2,TGFBR2,HEYL,SPRY1,HAND2,HEY1,DLC1,DCHS1,ZFPM2,HAS2,S1PR1,SOX11,NOG,CLDN5,SLIT3,ROBO2,FLRT2
GO:0003206	cardiac chamber morphogenesis	2.83e-06	2.83e-06	1	SEMA3C,FOXF1,CPE,NRP2,TEK,SOX4,BMP4,TPM1,SLIT2,SFRP2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG,SLIT3,ROBO2
GO:0003208	cardiac ventricle morphogenesis	1.09e-03	1.09e-03	1	FOXF1,CPE,SOX4,TPM1,SFRP2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG
GO:0003214	cardiac left ventricle morphogenesis	3.52e-02	3.52e-02	1	FOXF1,CPE,SFRP2,TGFBR2
GO:0060349	bone morphogenesis	1.49e-02	1.49e-02	1	CYP26B1,FGFR3,DLX5,SFRP4,TWIST1,BMP4,SKI
GO:0048563	post-embryonic animal organ morphogenesis	2.01e-03	2.01e-03	1	EFEMP1,MFAP2,FBN1
GO:0048050	post-embryonic eye morphogenesis	2.01e-03	2.01e-03	1	EFEMP1,MFAP2,FBN1
GO:2000027	regulation of animal organ morphogenesis	4.38e-09	4.38e-09	1	SNAI2,HGF,SEMA3C,ASPN,BMP4,BMP2,LIF,SMO,AGT,PRICKLE1,FGF7,NKD1,DAB2,FZD7,FZD1,TGFBR2,PRICKLE2,HAND2,DACT1,GREM1,ROR2,SIX2,CD34,BASP1,FZD2,NOG,ROBO2
GO:0110110	positive regulation of animal organ morphogenesis	1.93e-05	1.93e-05	1	SEMA3C,BMP4,BMP2,LIF,SMO,AGT,FGF7,TGFBR2,HAND2,CD34,BASP1,NOG,ROBO2
GO:0003156	regulation of animal organ formation	4.40e-02	4.40e-02	1	BMP4,BMP2,HAND2,ROBO2
GO:2000826	regulation of heart morphogenesis	1.02e-03	1.02e-03	1	SEMA3C,BMP4,BMP2,SMO,TGFBR2,HAND2,NOG,ROBO2
GO:0003129	heart induction	4.48e-02	4.48e-02	1	BMP4,BMP2,ROBO2
GO:0090175	regulation of establishment of planar polarity	6.68e-03	6.68e-03	1	PRICKLE1,NKD1,DAB2,FZD7,FZD1,PRICKLE2,DACT1,ROR2,FZD2
GO:0030323	respiratory tube development	1.25e-03	1.25e-03	1	GLI2,PCSK5,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0030324	lung development	3.75e-03	3.75e-03	1	GLI2,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0048286	lung alveolus development	2.22e-02	2.22e-02	1	ERRFI1,TCF21,TGFB3,BMP4
GO:0060425	lung morphogenesis	2.22e-02	2.22e-02	1	TCF21,BMP4,FGF7,SOX11
GO:0031214	biomineral tissue development	1.50e-05	1.50e-05	1	IGF1,FGFR3,ASPN,COL1A1,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,FAM20C,TMEM119,ENPP1
GO:0070167	regulation of biomineral tissue development	3.74e-04	3.74e-04	1	ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,TMEM119,ENPP1
